topic-00	topic-01	topic-02	topic-03	topic-04
281680.8421611786	281680.8421611786	281680.8421611786	281680.8421611786	281680.8421611786
282083.5406780243	282083.5406780243	282083.5406780243	282083.5406780243	282083.5406780243
282487.2250556946	282487.2250556946	282487.2250556946	282487.2250556946	282487.2250556946
282890.8863067627	282890.8863067627	282890.8863067627	282890.8863067627	282890.8863067627
283294.5795059204	283294.5795059204	283294.5795059204	283294.5795059204	283294.5795059204
283700.5546092987	283700.5546092987	283700.5546092987	283700.5546092987	283700.5546092987
284105.67903518677	284105.67903518677	284105.67903518677	284105.67903518677	284105.67903518677
284510.91265678406	284510.91265678406	284510.91265678406	284510.91265678406	284510.91265678406
284914.67475891113	284914.67475891113	284914.67475891113	284914.67475891113	284914.67475891113
285317.1260356903	285317.1260356903	285217.08154678345	285217.08154678345	285217.08154678345
285720.3061580658	285720.3061580658	285720.3061580658	285720.3061580658	285619.74024772644
286123.2533454895	286123.2533454895	286123.2533454895	286123.2533454895	286022.67384529114
286528.08952331543	286528.08952331543	286528.08952331543	286426.59306526184	286426.59306526184
286934.1297149658	286934.1297149658	286832.7383995056	286832.7383995056	286832.7383995056
287338.12165260315	287338.12165260315	287237.35427856445	287237.35427856445	287237.35427856445
287642.0831680298	287642.0831680298	287642.0831680298	287642.0831680298	287642.0831680298
288046.0031032562	288046.0031032562	288046.0031032562	288046.0031032562	288046.0031032562
288448.9243030548	288448.9243030548	288448.9243030548	288448.9243030548	288448.9243030548
288852.5912761688	288852.5912761688	288852.5912761688	288852.5912761688	288852.5912761688
289256.51264190674	289256.51264190674	289256.51264190674	289256.51264190674	289256.51264190674
289661.39125823975	289661.39125823975	289661.39125823975	289661.39125823975	289661.39125823975
290065.9251213074	290065.9251213074	290065.9251213074	290065.9251213074	290065.9251213074
290471.3263511658	290471.3263511658	290471.3263511658	290471.3263511658	290471.3263511658
290877.24232673645	290877.24232673645	290877.24232673645	290877.24232673645	290877.24232673645
291282.3820114136	291282.3820114136	291282.3820114136	291282.3820114136	291282.3820114136
291686.1116886139	291686.1116886139	291686.1116886139	291686.1116886139	291686.1116886139
292091.3233757019	292091.3233757019	292091.3233757019	292091.3233757019	292091.3233757019
292495.04375457764	292495.04375457764	292495.04375457764	292495.04375457764	292495.04375457764
292900.3643989563	292900.3643989563	292900.3643989563	292900.3643989563	292900.3643989563
293303.8854598999	293303.8854598999	293303.8854598999	293303.8854598999	293303.8854598999
293706.13527297974	293706.13527297974	293706.13527297974	293706.13527297974	293706.13527297974
294108.6790561676	294108.6790561676	294108.6790561676	294108.6790561676	294008.1639289856
294513.8680934906	294513.8680934906	294513.8680934906	294513.8680934906	294513.8680934906
294918.7881946564	294918.7881946564	294918.7881946564	294918.7881946564	294918.7881946564
295322.5636482239	295322.5636482239	295322.5636482239	295322.5636482239	295322.5636482239
295728.404045105	295728.404045105	295627.67219543457	295627.67219543457	295627.67219543457
296134.3107223511	296134.3107223511	296032.59110450745	296032.59110450745	296032.59110450745
296537.94145584106	296537.94145584106	296537.94145584106	296436.3374710083	296436.3374710083
296941.4405822754	296941.4405822754	296941.4405822754	296941.4405822754	296840.6398296356
297347.3641872406	297347.3641872406	297347.3641872406	297245.787858963	297245.787858963
297752.8350353241	297752.8350353241	297651.7357826233	297651.7357826233	297651.7357826233
298155.6878089905	298155.6878089905	298054.97670173645	298054.97670173645	298054.97670173645
298557.9676628113	298557.9676628113	298457.3845863342	298457.3845863342	298457.3845863342
298861.54103279114	298861.54103279114	298861.54103279114	298861.54103279114	298861.54103279114
299266.45493507385	299266.45493507385	299266.45493507385	299266.45493507385	299266.45493507385
299671.61893844604	299671.61893844604	299671.61893844604	299671.61893844604	299671.61893844604
300075.0813484192	300075.0813484192	300075.0813484192	300075.0813484192	300075.0813484192
300479.9988269806	300479.9988269806	300479.9988269806	300479.9988269806	300479.9988269806
300883.47601890564	300883.47601890564	300883.47601890564	300883.47601890564	300883.47601890564
301287.7686023712	301287.7686023712	301287.7686023712	301287.7686023712	301287.7686023712
301691.4620399475	301691.4620399475	301691.4620399475	301691.4620399475	301691.4620399475
302094.41447257996	302094.41447257996	302094.41447257996	302094.41447257996	302094.41447257996
302499.1135597229	302499.1135597229	302499.1135597229	302499.1135597229	302499.1135597229
302903.20467948914	302903.20467948914	302903.20467948914	302903.20467948914	302903.20467948914
303307.13629722595	303307.13629722595	303307.13629722595	303307.13629722595	303307.13629722595
303709.77330207825	303709.77330207825	303709.77330207825	303709.77330207825	303709.77330207825
304115.7650947571	304115.7650947571	304115.7650947571	304115.7650947571	304115.7650947571
304520.60174942017	304520.60174942017	304520.60174942017	304520.60174942017	304520.60174942017
304925.23550987244	304925.23550987244	304925.23550987244	304925.23550987244	304925.23550987244
305329.2293548584	305329.2293548584	305329.2293548584	305329.2293548584	305329.2293548584
305733.14476013184	305733.14476013184	305733.14476013184	305733.14476013184	305733.14476013184
306136.1310482025	306136.1310482025	306136.1310482025	306136.1310482025	306136.1310482025
306540.03500938416	306540.03500938416	306540.03500938416	306540.03500938416	306540.03500938416
306944.04435157776	306944.04435157776	306944.04435157776	306944.04435157776	306944.04435157776
307349.0047454834	307349.0047454834	307349.0047454834	307349.0047454834	307349.0047454834
307753.2663345337	307753.2663345337	307753.2663345337	307753.2663345337	307753.2663345337
308156.92925453186	308156.92925453186	308156.92925453186	308156.92925453186	308156.92925453186
308561.3124370575	308561.3124370575	308561.3124370575	308561.3124370575	308561.3124370575
308967.06104278564	308967.06104278564	308967.06104278564	308865.2765750885	308865.2765750885
309373.9974498749	309373.9974498749	309272.48907089233	309272.48907089233	309272.48907089233
309777.1589756012	309777.1589756012	309676.46193504333	309676.46193504333	309676.46193504333
310079.13613319397	310079.13613319397	310079.13613319397	310079.13613319397	310079.13613319397
310485.4452610016	310485.4452610016	310485.4452610016	310485.4452610016	310485.4452610016
310892.3544883728	310892.3544883728	310892.3544883728	310892.3544883728	310892.3544883728
311296.53429985046	311296.53429985046	311296.53429985046	311296.53429985046	311296.53429985046
311700.7248401642	311700.7248401642	311700.7248401642	311700.7248401642	311700.7248401642
312104.6750545502	312104.6750545502	312104.6750545502	312104.6750545502	312104.6750545502
312507.6584815979	312507.6584815979	312507.6584815979	312507.6584815979	312507.6584815979
312913.7079715729	312913.7079715729	312913.7079715729	312913.7079715729	312913.7079715729
313317.1932697296	313317.1932697296	313317.1932697296	313317.1932697296	313317.1932697296
313720.19839286804	313720.19839286804	313720.19839286804	313720.19839286804	313720.19839286804
314124.1149902344	314124.1149902344	314124.1149902344	314124.1149902344	314124.1149902344
314527.2696018219	314527.2696018219	314527.2696018219	314527.2696018219	314527.2696018219
314933.1901073456	314933.1901073456	314933.1901073456	314933.1901073456	314933.1901073456
315335.7219696045	315335.7219696045	315335.7219696045	315335.7219696045	315335.7219696045
315740.6334877014	315740.6334877014	315740.6334877014	315740.6334877014	315740.6334877014
316143.5613632202	316143.5613632202	316143.5613632202	316143.5613632202	316143.5613632202
316547.36137390137	316547.36137390137	316547.36137390137	316547.36137390137	316547.36137390137
316952.3916244507	316952.3916244507	316952.3916244507	316952.3916244507	316952.3916244507
317356.3084602356	317356.3084602356	317356.3084602356	317356.3084602356	317356.3084602356
317759.0425014496	317759.0425014496	317759.0425014496	317759.0425014496	317658.2760810852
318162.9288196564	318162.9288196564	318162.9288196564	318162.9288196564	318162.9288196564
318567.8496360779	318567.8496360779	318567.8496360779	318567.8496360779	318567.8496360779
318971.80128097534	318971.80128097534	318971.80128097534	318971.80128097534	318971.80128097534
319377.2392272949	319377.2392272949	319377.2392272949	319377.2392272949	319377.2392272949
319780.189037323	319780.189037323	319780.189037323	319780.189037323	319780.189037323
320186.0752105713	320186.0752105713	320186.0752105713	320186.0752105713	320085.3455066681
320589.55907821655	320589.55907821655	320589.55907821655	320489.29738998413	320489.29738998413
320990.63301086426	320990.63301086426	320990.63301086426	320890.38705825806	320890.38705825806
321392.338514328	321392.338514328	321392.338514328	321291.6052341461	321291.6052341461
321797.2855567932	321797.2855567932	321695.5544948578	321695.5544948578	321695.5544948578
322101.443529129	322101.443529129	322101.443529129	322101.443529129	322101.443529129
322507.5533390045	322507.5533390045	322507.5533390045	322507.5533390045	322507.5533390045
322912.4698638916	322912.4698638916	322912.4698638916	322912.4698638916	322912.4698638916
323315.38915634155	323315.38915634155	323315.38915634155	323315.38915634155	323315.38915634155
323721.307516098	323721.307516098	323721.307516098	323721.307516098	323721.307516098
324126.2228488922	324126.2228488922	324126.2228488922	324126.2228488922	324126.2228488922
324531.1396121979	324531.1396121979	324531.1396121979	324531.1396121979	324531.1396121979
324935.5459213257	324935.5459213257	324935.5459213257	324935.5459213257	324935.5459213257
325340.83008766174	325340.83008766174	325340.83008766174	325340.83008766174	325340.83008766174
325743.750333786	325743.750333786	325743.750333786	325743.750333786	325743.750333786
326146.8949317932	326146.8949317932	326146.8949317932	326146.8949317932	326146.8949317932
326549.84498023987	326549.84498023987	326549.84498023987	326549.84498023987	326549.84498023987
326954.7629356384	326954.7629356384	326954.7629356384	326954.7629356384	326954.7629356384
327359.71093177795	327359.71093177795	327359.71093177795	327359.71093177795	327359.71093177795
327763.14520835876	327763.14520835876	327763.14520835876	327763.14520835876	327763.14520835876
328166.0649776459	328166.0649776459	328166.0649776459	328166.0649776459	328166.0649776459
328569.9906349182	328569.9906349182	328569.9906349182	328569.9906349182	328569.9906349182
328973.1307029724	328973.1307029724	328973.1307029724	328973.1307029724	328973.1307029724
329377.55370140076	329377.55370140076	329377.55370140076	329377.55370140076	329377.55370140076
329780.4789543152	329780.4789543152	329780.4789543152	329780.4789543152	329780.4789543152
330185.3930950165	330185.3930950165	330185.3930950165	330185.3930950165	330185.3930950165
330589.62965011597	330589.62965011597	330589.62965011597	330589.62965011597	330589.62965011597
330992.58041381836	330992.58041381836	330992.58041381836	330992.58041381836	330992.58041381836
331397.4666595459	331397.4666595459	331397.4666595459	331397.4666595459	331397.4666595459
331799.3550300598	331799.3550300598	331799.3550300598	331799.3550300598	331799.3550300598
332205.29985427856	332205.29985427856	332205.29985427856	332205.29985427856	332205.29985427856
332611.18149757385	332611.18149757385	332611.18149757385	332611.18149757385	332509.4521045685
333015.13719558716	333015.13719558716	333015.13719558716	333015.13719558716	332913.40804100037
333418.06149482727	333418.06149482727	333418.06149482727	333317.33202934265	333317.33202934265
333822.00837135315	333822.00837135315	333721.2519645691	333721.2519645691	333721.2519645691
334228.8918495178	334228.8918495178	334127.1643638611	334127.1643638611	334127.1643638611
334533.8063240051	334533.8063240051	334533.8063240051	334533.8063240051	334533.8063240051
334937.1335506439	334937.1335506439	334937.1335506439	334937.1335506439	334937.1335506439
335342.04936027527	335342.04936027527	335342.04936027527	335342.04936027527	335342.04936027527
335747.510433197	335747.510433197	335747.510433197	335747.510433197	335747.510433197
336150.511264801	336150.511264801	336150.511264801	336150.511264801	336150.511264801
336554.43263053894	336554.43263053894	336554.43263053894	336554.43263053894	336554.43263053894
336958.36067199707	336958.36067199707	336958.36067199707	336958.36067199707	336958.36067199707
337361.18936538696	337361.18936538696	337361.18936538696	337361.18936538696	337361.18936538696
337765.10858535767	337765.10858535767	337765.10858535767	337765.10858535767	337765.10858535767
338169.51394081116	338169.51394081116	338169.51394081116	338169.51394081116	338169.51394081116
338574.6581554413	338574.6581554413	338574.6581554413	338574.6581554413	338574.6581554413
338977.62966156006	338977.62966156006	338977.62966156006	338977.62966156006	338977.62966156006
339383.51678848267	339383.51678848267	339383.51678848267	339383.51678848267	339383.51678848267
339789.4637584686	339789.4637584686	339789.4637584686	339789.4637584686	339789.4637584686
340191.7507648468	340191.7507648468	340191.7507648468	340191.7507648468	340191.7507648468
340594.67244148254	340594.67244148254	340594.67244148254	340594.67244148254	340594.67244148254
340998.5933303833	340998.5933303833	340998.5933303833	340998.5933303833	340998.5933303833
341403.1491279602	341403.1491279602	341403.1491279602	341403.1491279602	341403.1491279602
341807.60979652405	341807.60979652405	341807.60979652405	341807.60979652405	341807.60979652405
342213.5260105133	342213.5260105133	342213.5260105133	342213.5260105133	342213.5260105133
342617.65336990356	342617.65336990356	342617.65336990356	342617.65336990356	342617.65336990356
343020.92003822327	343020.92003822327	343020.92003822327	343020.92003822327	343020.92003822327
343425.3911972046	343425.3911972046	343323.8935470581	343323.8935470581	343323.8935470581
343830.5277824402	343830.5277824402	343830.5277824402	343830.5277824402	343728.803396225
344236.697435379	344236.697435379	344134.7734928131	344134.7734928131	344134.7734928131
344642.436504364	344642.436504364	344540.6982898712	344540.6982898712	344540.6982898712
344944.39482688904	344944.39482688904	344944.39482688904	344944.39482688904	344944.39482688904
345348.317861557	345348.317861557	345348.317861557	345348.317861557	345348.317861557
345753.23247909546	345753.23247909546	345753.23247909546	345753.23247909546	345753.23247909546
346159.059047699	346159.059047699	346159.059047699	346159.059047699	346159.059047699
346562.8914833069	346562.8914833069	346562.8914833069	346562.8914833069	346562.8914833069
346965.8136367798	346965.8136367798	346965.8136367798	346965.8136367798	346965.8136367798
347369.9586391449	347369.9586391449	347369.9586391449	347369.9586391449	347369.9586391449
347774.3730545044	347774.3730545044	347774.3730545044	347774.3730545044	347774.3730545044
348178.25078964233	348178.25078964233	348178.25078964233	348178.25078964233	348178.25078964233
348582.1611881256	348582.1611881256	348582.1611881256	348582.1611881256	348582.1611881256
348986.9740009308	348986.9740009308	348986.9740009308	348986.9740009308	348986.9740009308
349390.80810546875	349390.80810546875	349390.80810546875	349390.80810546875	349390.80810546875
349795.5141067505	349795.5141067505	349795.5141067505	349795.5141067505	349795.5141067505
350201.08819007874	350201.08819007874	350201.08819007874	350201.08819007874	350201.08819007874
350603.7600040436	350603.7600040436	350603.7600040436	350603.7600040436	350603.7600040436
351009.8762512207	351009.8762512207	351009.8762512207	351009.8762512207	351009.8762512207
351414.56484794617	351414.56484794617	351414.56484794617	351414.56484794617	351312.8356933594
351819.79155540466	351819.79155540466	351819.79155540466	351819.79155540466	351819.79155540466
352224.74908828735	352224.74908828735	352224.74908828735	352224.74908828735	352224.74908828735
352628.49736213684	352628.49736213684	352628.49736213684	352628.49736213684	352628.49736213684
353032.20295906067	353032.20295906067	353032.20295906067	353032.20295906067	353032.20295906067
353435.6586933136	353435.6586933136	353334.93089675903	353334.93089675903	353334.93089675903
353839.0038013458	353839.0038013458	353839.0038013458	353738.8143539429	353738.8143539429
354243.3965206146	354243.3965206146	354141.90435409546	354141.90435409546	354141.90435409546
354648.3187675476	354648.3187675476	354648.3187675476	354648.3187675476	354547.66941070557
355053.3187389374	355053.3187389374	355053.3187389374	354951.7340660095	354951.7340660095
355458.69874954224	355458.69874954224	355358.145236969	355358.145236969	355358.145236969
355762.8698348999	355762.8698348999	355762.8698348999	355762.8698348999	355762.8698348999
356167.7553653717	356167.7553653717	356167.7553653717	356167.7553653717	356167.7553653717
356570.2517032623	356570.2517032623	356570.2517032623	356570.2517032623	356570.2517032623
356972.96690940857	356972.96690940857	356972.96690940857	356972.96690940857	356972.96690940857
357376.88422203064	357376.88422203064	357376.88422203064	357376.88422203064	357376.88422203064
357781.8031311035	357781.8031311035	357781.8031311035	357781.8031311035	357781.8031311035
358184.3948364258	358184.3948364258	358184.3948364258	358184.3948364258	358184.3948364258
358588.66572380066	358588.66572380066	358588.66572380066	358588.66572380066	358588.66572380066
358992.5866127014	358992.5866127014	358992.5866127014	358992.5866127014	358992.5866127014
359397.2780704498	359397.2780704498	359397.2780704498	359397.2780704498	359397.2780704498
359799.5195388794	359799.5195388794	359799.5195388794	359799.5195388794	359799.5195388794
360203.8116455078	360203.8116455078	360203.8116455078	360203.8116455078	360203.8116455078
360609.5595359802	360609.5595359802	360609.5595359802	360609.5595359802	360609.5595359802
361014.4760608673	361014.4760608673	361014.4760608673	361014.4760608673	361014.4760608673
361420.04013061523	361420.04013061523	361420.04013061523	361420.04013061523	361420.04013061523
361824.77831840515	361824.77831840515	361824.77831840515	361824.77831840515	361824.77831840515
362228.7497520447	362228.7497520447	362228.7497520447	362228.7497520447	362228.7497520447
362633.80789756775	362633.80789756775	362633.80789756775	362633.80789756775	362633.80789756775
363040.01545906067	363040.01545906067	363040.01545906067	363040.01545906067	363040.01545906067
363443.93014907837	363443.93014907837	363443.93014907837	363443.93014907837	363443.93014907837
363846.62985801697	363846.62985801697	363846.62985801697	363846.62985801697	363846.62985801697
364249.5481967926	364249.5481967926	364249.5481967926	364249.5481967926	364249.5481967926
364652.6651382446	364652.6651382446	364652.6651382446	364652.6651382446	364652.6651382446
365055.66215515137	365055.66215515137	365055.66215515137	365055.66215515137	365055.66215515137
365458.372592926	365458.372592926	365357.5556278229	365357.5556278229	365357.5556278229
365861.4339828491	365861.4339828491	365861.4339828491	365861.4339828491	365760.70046424866
366266.1249637604	366266.1249637604	366266.1249637604	366266.1249637604	366164.42465782166
366669.27671432495	366669.27671432495	366669.27671432495	366669.27671432495	366568.4885978699
367072.37005233765	367072.37005233765	367072.37005233765	366971.6398715973	366971.6398715973
367475.0382900238	367475.0382900238	367374.07660484314	367374.07660484314	367374.07660484314
367878.35001945496	367878.35001945496	367778.0773639679	367778.0773639679	367778.0773639679
368284.2676639557	368284.2676639557	368182.7657222748	368182.7657222748	368182.7657222748
368587.4526500702	368587.4526500702	368587.4526500702	368587.4526500702	368587.4526500702
368993.8008785248	368993.8008785248	368993.8008785248	368993.8008785248	368993.8008785248
369399.0685939789	369399.0685939789	369399.0685939789	369399.0685939789	369399.0685939789
369804.9829006195	369804.9829006195	369804.9829006195	369804.9829006195	369804.9829006195
370209.1269493103	370209.1269493103	370209.1269493103	370209.1269493103	370209.1269493103
370611.70768737793	370611.70768737793	370611.70768737793	370611.70768737793	370611.70768737793
371015.42925834656	371015.42925834656	371015.42925834656	371015.42925834656	371015.42925834656
371420.3655719757	371420.3655719757	371420.3655719757	371420.3655719757	371420.3655719757
371825.0834941864	371825.0834941864	371825.0834941864	371825.0834941864	371825.0834941864
372228.9762496948	372228.9762496948	372228.9762496948	372228.9762496948	372228.9762496948
372633.7115764618	372633.7115764618	372633.7115764618	372633.7115764618	372633.7115764618
373039.4244194031	373039.4244194031	373039.4244194031	373039.4244194031	373039.4244194031
373443.3422088623	373443.3422088623	373443.3422088623	373443.3422088623	373443.3422088623
373845.65472602844	373845.65472602844	373845.65472602844	373845.65472602844	373845.65472602844
374249.3498325348	374249.3498325348	374249.3498325348	374249.3498325348	374249.3498325348
374652.57453918457	374652.57453918457	374652.57453918457	374652.57453918457	374652.57453918457
375058.26354026794	375058.26354026794	375058.26354026794	375058.26354026794	375058.26354026794
375461.74931526184	375461.74931526184	375461.74931526184	375461.74931526184	375461.74931526184
375865.64111709595	375865.64111709595	375865.64111709595	375865.64111709595	375865.64111709595
376270.5500125885	376270.5500125885	376270.5500125885	376270.5500125885	376270.5500125885
376674.4701862335	376674.4701862335	376674.4701862335	376674.4701862335	376674.4701862335
377078.0293941498	377078.0293941498	377078.0293941498	377078.0293941498	377078.0293941498
377483.52456092834	377483.52456092834	377483.52456092834	377483.52456092834	377483.52456092834
377888.4654045105	377888.4654045105	377888.4654045105	377888.4654045105	377787.7986431122
378292.86456108093	378292.86456108093	378292.86456108093	378191.13874435425	378191.13874435425
378696.5479850769	378696.5479850769	378595.81899642944	378595.81899642944	378595.81899642944
379100.48508644104	379100.48508644104	378999.7501373291	378999.7501373291	378999.7501373291
379404.6685695648	379404.6685695648	379404.6685695648	379404.6685695648	379404.6685695648
379808.1007003784	379808.1007003784	379808.1007003784	379808.1007003784	379808.1007003784
380214.2333984375	380214.2333984375	380214.2333984375	380214.2333984375	380214.2333984375
380620.1477050781	380620.1477050781	380620.1477050781	380620.1477050781	380620.1477050781
381026.06105804443	381026.06105804443	381026.06105804443	381026.06105804443	381026.06105804443
381431.6749572754	381431.6749572754	381431.6749572754	381431.6749572754	381431.6749572754
381835.52050590515	381835.52050590515	381835.52050590515	381835.52050590515	381835.52050590515
382239.4378185272	382239.4378185272	382239.4378185272	382239.4378185272	382239.4378185272
382645.13778686523	382645.13778686523	382645.13778686523	382645.13778686523	382645.13778686523
383050.0509738922	383050.0509738922	383050.0509738922	383050.0509738922	383050.0509738922
383455.96623420715	383455.96623420715	383455.96623420715	383455.96623420715	383455.96623420715
383861.0746860504	383861.0746860504	383861.0746860504	383861.0746860504	383861.0746860504
384263.80348205566	384263.80348205566	384263.80348205566	384263.80348205566	384263.80348205566
384667.7243709564	384667.7243709564	384667.7243709564	384667.7243709564	384667.7243709564
385073.0435848236	385073.0435848236	385073.0435848236	385073.0435848236	385073.0435848236
385477.1726131439	385477.1726131439	385477.1726131439	385477.1726131439	385477.1726131439
385882.08985328674	385882.08985328674	385882.08985328674	385882.08985328674	385882.08985328674
386286.4508628845	386286.4508628845	386286.4508628845	386286.4508628845	386286.4508628845
386688.53759765625	386688.53759765625	386688.53759765625	386688.53759765625	386688.53759765625
387092.46039390564	387092.46039390564	387092.46039390564	387092.46039390564	387092.46039390564
387496.3777065277	387496.3777065277	387496.3777065277	387496.3777065277	387496.3777065277
387903.137922287	387903.137922287	387903.137922287	387903.137922287	387903.137922287
388307.1143627167	388307.1143627167	388307.1143627167	388307.1143627167	388307.1143627167
388710.0102901459	388710.0102901459	388710.0102901459	388710.0102901459	388609.2803478241
389113.9280796051	389113.9280796051	389113.9280796051	389013.19766044617	389013.19766044617
389517.3234939575	389517.3234939575	389517.3234939575	389416.59331321716	389416.59331321716
389921.2443828583	389921.2443828583	389921.2443828583	389820.5120563507	389820.5120563507
390325.679063797	390325.679063797	390223.94251823425	390223.94251823425	390223.94251823425
390629.047870636	390629.047870636	390629.047870636	390629.047870636	390629.047870636
391032.44805336	391032.44805336	391032.44805336	391032.44805336	391032.44805336
391436.36894226074	391436.36894226074	391436.36894226074	391436.36894226074	391436.36894226074
391841.0310745239	391841.0310745239	391841.0310745239	391841.0310745239	391841.0310745239
392245.60499191284	392245.60499191284	392245.60499191284	392245.60499191284	392245.60499191284
392649.90878105164	392649.90878105164	392649.90878105164	392649.90878105164	392649.90878105164
393054.8162460327	393054.8162460327	393054.8162460327	393054.8162460327	393054.8162460327
393458.7514400482	393458.7514400482	393458.7514400482	393458.7514400482	393458.7514400482
393862.078666687	393862.078666687	393862.078666687	393862.078666687	393862.078666687
394267.1880722046	394267.1880722046	394267.1880722046	394267.1880722046	394267.1880722046
394672.91593551636	394672.91593551636	394672.91593551636	394672.91593551636	394672.91593551636
395077.6164531708	395077.6164531708	395077.6164531708	395077.6164531708	395077.6164531708
395480.2441596985	395480.2441596985	395480.2441596985	395480.2441596985	395480.2441596985
395886.14678382874	395886.14678382874	395886.14678382874	395886.14678382874	395886.14678382874
396291.03660583496	396291.03660583496	396291.03660583496	396291.03660583496	396291.03660583496
396696.2149143219	396696.2149143219	396696.2149143219	396696.2149143219	396696.2149143219
397101.9809246063	397101.9809246063	397101.9809246063	397101.9809246063	397101.9809246063
397507.7614784241	397507.7614784241	397507.7614784241	397507.7614784241	397507.7614784241
397911.8242263794	397911.8242263794	397911.8242263794	397911.8242263794	397911.8242263794
398316.5543079376	398316.5543079376	398316.5543079376	398316.5543079376	398316.5543079376
398719.651222229	398719.651222229	398719.651222229	398719.651222229	398719.651222229
399125.3385543823	399125.3385543823	399125.3385543823	399125.3385543823	399125.3385543823
399529.59394454956	399529.59394454956	399529.59394454956	399529.59394454956	399428.86900901794
399934.2653751373	399934.2653751373	399934.2653751373	399833.5635662079	399833.5635662079
400338.2444381714	400338.2444381714	400236.46807670593	400236.46807670593	400236.46807670593
400742.10476875305	400742.10476875305	400640.38348197937	400640.38348197937	400640.38348197937
401046.3888645172	401046.3888645172	401046.3888645172	401046.3888645172	401046.3888645172
401451.2503147125	401451.2503147125	401451.2503147125	401451.2503147125	401451.2503147125
401856.1635017395	401856.1635017395	401856.1635017395	401856.1635017395	401856.1635017395
402262.0778083801	402262.0778083801	402262.0778083801	402262.0778083801	402262.0778083801
402667.3393249512	402667.3393249512	402667.3393249512	402667.3393249512	402667.3393249512
403070.8603858948	403070.8603858948	403070.8603858948	403070.8603858948	403070.8603858948
403475.5153656006	403475.5153656006	403475.5153656006	403475.5153656006	403475.5153656006
403879.22406196594	403879.22406196594	403879.22406196594	403879.22406196594	403879.22406196594
404282.240152359	404282.240152359	404282.240152359	404282.240152359	404282.240152359
404685.7342720032	404685.7342720032	404685.7342720032	404685.7342720032	404685.7342720032
405089.48016166687	405089.48016166687	405089.48016166687	405089.48016166687	405089.48016166687
405495.3598976135	405495.3598976135	405495.3598976135	405495.3598976135	405495.3598976135
405898.22816848755	405898.22816848755	405898.22816848755	405898.22816848755	405898.22816848755
406302.0122051239	406302.0122051239	406302.0122051239	406302.0122051239	406302.0122051239
406707.64803886414	406707.64803886414	406707.64803886414	406707.64803886414	406707.64803886414
407113.5165691376	407113.5165691376	407113.5165691376	407113.5165691376	407113.5165691376
407519.4284915924	407519.4284915924	407519.4284915924	407519.4284915924	407519.4284915924
407924.1244792938	407924.1244792938	407924.1244792938	407924.1244792938	407924.1244792938
408326.86734199524	408326.86734199524	408326.86734199524	408326.86734199524	408226.3693809509
408730.5796146393	408730.5796146393	408730.5796146393	408730.5796146393	408730.5796146393
409134.3128681183	409134.3128681183	409134.3128681183	409134.3128681183	409134.3128681183
409539.7882461548	409539.7882461548	409539.7882461548	409438.0340576172	409438.0340576172
409944.4086551666	409944.4086551666	409944.4086551666	409944.4086551666	409944.4086551666
410348.5405445099	410348.5405445099	410348.5405445099	410348.5405445099	410348.5405445099
410752.22754478455	410752.22754478455	410752.22754478455	410651.72958374023	410651.72958374023
411156.3730239868	411156.3730239868	411156.3730239868	411055.6433200836	411055.6433200836
411561.2921714783	411561.2921714783	411460.5619907379	411460.5619907379	411460.5619907379
411963.7656211853	411963.7656211853	411862.8225326538	411862.8225326538	411862.8225326538
412267.3876285553	412267.3876285553	412267.3876285553	412267.3876285553	412267.3876285553
412670.2289581299	412670.2289581299	412670.2289581299	412670.2289581299	412670.2289581299
413074.1512775421	413074.1512775421	413074.1512775421	413074.1512775421	413074.1512775421
413478.91783714294	413478.91783714294	413478.91783714294	413478.91783714294	413478.91783714294
413885.02049446106	413885.02049446106	413885.02049446106	413885.02049446106	413885.02049446106
414288.9382839203	414288.9382839203	414288.9382839203	414288.9382839203	414288.9382839203
414693.8564777374	414693.8564777374	414693.8564777374	414693.8564777374	414693.8564777374
415098.05154800415	415098.05154800415	415098.05154800415	415098.05154800415	415098.05154800415
415502.5599002838	415502.5599002838	415502.5599002838	415502.5599002838	415502.5599002838
415908.48898887634	415908.48898887634	415908.48898887634	415908.48898887634	415908.48898887634
416311.3443851471	416311.3443851471	416311.3443851471	416311.3443851471	416311.3443851471
416717.8819179535	416717.8819179535	416717.8819179535	416717.8819179535	416717.8819179535
417121.0329532623	417121.0329532623	417121.0329532623	417121.0329532623	417121.0329532623
417525.9165763855	417525.9165763855	417525.9165763855	417525.9165763855	417525.9165763855
417930.8681488037	417930.8681488037	417930.8681488037	417930.8681488037	417930.8681488037
418333.5599899292	418333.5599899292	418333.5599899292	418333.5599899292	418333.5599899292
418738.6796474457	418738.6796474457	418738.6796474457	418738.6796474457	418738.6796474457
419144.3943977356	419144.3943977356	419144.3943977356	419144.3943977356	419144.3943977356
419548.5050678253	419548.5050678253	419548.5050678253	419548.5050678253	419548.5050678253
419954.0104866028	419954.0104866028	419954.0104866028	419954.0104866028	419954.0104866028
420357.2721481323	420357.2721481323	420357.2721481323	420357.2721481323	420357.2721481323
420760.4081630707	420760.4081630707	420760.4081630707	420760.4081630707	420760.4081630707
421164.1092300415	421164.1092300415	421164.1092300415	421164.1092300415	421164.1092300415
421568.25613975525	421568.25613975525	421568.25613975525	421568.25613975525	421467.6082134247
421970.7474708557	421970.7474708557	421970.7474708557	421970.7474708557	421870.4776763916
